CustomerID,Age,Gender,MaritalStatus,IncomeLevel,TotalSpent,NumTransactions,NumInteractions,UnresolvedCount,LastLoginDate,LoginFrequency,ServiceUsage,ChurnStatus,Churn,AgeGroup,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,RiskFlag
347,61,M,Divorced,Medium,1974.45,9,2.0,1.0,2023-07-20,33,Mobile App,0,Not Churned,60-69,165,33,1974.45,3,4,4,344,Loyal,At Risk
348,35,M,Married,Medium,704.7,2,1.0,0.0,2023-11-30,1,Online Banking,0,Not Churned,30-39,32,1,704.7,5,1,2,512,Recent,Monitor
349,59,M,Widowed,High,1376.54,6,2.0,0.0,2023-08-20,24,Mobile App,0,Not Churned,50-59,134,24,1376.54,4,3,3,433,Loyal,Safe
350,18,M,Divorced,Low,2702.27,9,1.0,1.0,2023-04-23,25,Online Banking,0,Not Churned,<20,253,25,2702.27,2,3,5,235,Others,At Risk
351,40,M,Widowed,High,588.68,2,1.0,1.0,2023-07-23,1,Mobile App,1,Churned,40-49,162,1,588.68,3,1,2,312,Others,At Risk
352,34,F,Single,Medium,1493.9,5,2.0,1.0,2023-09-02,26,Website,0,Not Churned,30-39,121,26,1493.9,4,3,4,434,Loyal,At Risk
353,60,M,Divorced,Medium,266.08,1,2.0,1.0,2023-03-19,16,Online Banking,1,Churned,60-69,288,16,266.08,2,2,1,221,At Risk,At Risk
354,54,M,Divorced,Medium,324.4,3,1.0,1.0,2023-07-13,49,Online Banking,0,Not Churned,50-59,172,49,324.4,3,5,1,351,Loyal,At Risk
355,48,M,Divorced,Low,368.57,1,2.0,1.0,2023-01-06,33,Website,0,Not Churned,40-49,360,33,368.57,1,4,1,141,Frequent,At Risk
356,42,M,Single,Low,2316.37,8,0.0,0.0,2023-07-15,28,Mobile App,0,Not Churned,40-49,170,28,2316.37,3,3,5,335,Loyal,Safe
357,21,M,Divorced,High,780.1800000000001,4,2.0,1.0,2023-09-10,45,Online Banking,0,Not Churned,20-29,113,45,780.1800000000001,4,5,2,452,Loyal,At Risk
358,69,F,Divorced,Medium,2282.8900000000003,9,1.0,1.0,2023-01-17,24,Mobile App,1,Churned,60-69,349,24,2282.8900000000003,1,3,5,135,Others,At Risk
359,26,M,Single,Low,2154.17,8,1.0,0.0,2023-05-03,36,Website,0,Not Churned,20-29,243,36,2154.17,2,4,5,245,Frequent,Monitor
360,45,F,Widowed,Medium,1731.26,8,2.0,0.0,2023-03-26,14,Online Banking,0,Not Churned,40-49,281,14,1731.26,2,2,4,224,At Risk,At Risk
361,47,M,Single,High,2348.41,9,0.0,0.0,2023-04-19,49,Mobile App,0,Not Churned,40-49,257,49,2348.41,2,5,5,255,Frequent,Monitor
362,64,M,Married,High,469.14,2,2.0,1.0,2023-08-14,5,Mobile App,1,Churned,60-69,140,5,469.14,3,1,1,311,Others,At Risk
363,41,F,Single,Low,1514.16,9,1.0,0.0,2023-01-01,27,Online Banking,0,Not Churned,40-49,365,27,1514.16,1,3,4,134,Others,Monitor
364,50,M,Widowed,High,286.8,1,2.0,0.0,2023-08-28,14,Mobile App,0,Not Churned,50-59,126,14,286.8,4,2,1,421,Recent,Monitor
365,37,F,Divorced,Low,1188.84,8,1.0,0.0,2023-10-29,24,Online Banking,1,Churned,30-39,64,24,1188.84,5,3,3,533,Loyal,Safe
366,26,F,Divorced,Medium,2518.16,8,0.0,0.0,2023-01-16,46,Website,0,Not Churned,20-29,350,46,2518.16,1,5,5,155,Frequent,Monitor
367,25,F,Single,Low,2197.79,7,1.0,1.0,2023-09-16,28,Mobile App,0,Not Churned,20-29,107,28,2197.79,4,3,5,435,Loyal,At Risk
368,41,F,Married,High,1939.2,6,0.0,0.0,2023-01-17,8,Online Banking,0,Not Churned,40-49,349,8,1939.2,1,1,4,114,At Risk,At Risk
369,31,F,Single,Medium,3352.34,9,1.0,1.0,2023-02-07,35,Website,0,Not Churned,30-39,328,35,3352.34,1,4,5,145,Frequent,At Risk
370,35,F,Married,High,1239.81,6,2.0,1.0,2023-06-22,47,Online Banking,0,Not Churned,30-39,193,47,1239.81,3,5,3,353,Loyal,At Risk
371,18,M,Single,Medium,1454.45,5,2.0,0.0,2023-06-15,35,Website,0,Not Churned,<20,200,35,1454.45,3,4,3,343,Loyal,Safe
372,29,F,Married,Medium,35.85,1,2.0,1.0,2023-10-26,23,Website,0,Not Churned,20-29,67,23,35.85,5,3,1,531,Loyal,At Risk
373,46,M,Married,Medium,267.09,2,1.0,1.0,2023-05-10,13,Online Banking,0,Not Churned,40-49,236,13,267.09,2,2,1,221,At Risk,At Risk
374,54,M,Divorced,Medium,2143.59,9,0.0,0.0,2023-12-25,47,Online Banking,0,Not Churned,50-59,7,47,2143.59,5,5,5,555,Champions,Safe
375,43,F,Married,High,133.2,1,1.0,1.0,2023-08-31,17,Website,0,Not Churned,40-49,123,17,133.2,4,2,1,421,Recent,At Risk
376,50,F,Divorced,Low,1143.8,4,1.0,0.0,2023-02-28,31,Website,0,Not Churned,50-59,307,31,1143.8,1,3,3,133,Others,Monitor
377,60,F,Single,Medium,2366.3,8,2.0,1.0,2023-05-11,10,Online Banking,0,Not Churned,60-69,235,10,2366.3,2,1,5,215,At Risk,At Risk
378,32,M,Single,High,1333.6,4,2.0,1.0,2023-08-22,36,Website,0,Not Churned,30-39,132,36,1333.6,4,4,3,443,Loyal,At Risk
379,40,F,Single,High,1582.08,8,1.0,0.0,2023-07-24,29,Online Banking,0,Not Churned,40-49,161,29,1582.08,3,3,4,334,Loyal,Safe
380,46,F,Single,High,1172.66,6,0.0,0.0,2023-06-10,16,Mobile App,0,Not Churned,40-49,205,16,1172.66,3,2,3,323,Others,Monitor
381,38,M,Single,Low,1087.62,4,1.0,0.0,2023-07-18,33,Website,1,Churned,30-39,167,33,1087.62,3,4,3,343,Loyal,Safe
382,36,F,Divorced,High,2467.11,9,1.0,0.0,2023-03-01,14,Mobile App,0,Not Churned,30-39,306,14,2467.11,1,2,5,125,At Risk,At Risk
383,22,M,Single,High,800.5600000000001,4,2.0,1.0,2023-08-21,7,Online Banking,0,Not Churned,20-29,133,7,800.5600000000001,4,1,2,412,Recent,At Risk
384,40,F,Married,Low,339.17,2,2.0,1.0,2023-12-26,33,Website,0,Not Churned,40-49,6,33,339.17,5,4,1,541,Loyal,At Risk
385,53,M,Widowed,High,1338.28,4,0.0,0.0,2023-08-24,3,Mobile App,1,Churned,50-59,130,3,1338.28,4,1,3,413,Recent,Monitor
386,37,F,Divorced,High,773.11,4,1.0,0.0,2023-10-23,26,Website,0,Not Churned,30-39,70,26,773.11,5,3,2,532,Loyal,Safe
387,25,M,Married,Low,47.52,1,2.0,2.0,2023-10-30,39,Website,0,Not Churned,20-29,63,39,47.52,5,4,1,541,Loyal,At Risk
388,26,F,Widowed,Low,1787.4199999999998,8,0.0,0.0,2023-08-21,5,Online Banking,1,Churned,20-29,133,5,1787.4199999999998,4,1,4,414,Recent,Monitor
389,31,F,Widowed,Low,522.89,3,0.0,0.0,2023-04-04,23,Online Banking,1,Churned,30-39,272,23,522.89,2,3,2,232,Others,Monitor
390,23,M,Divorced,Medium,281.95,1,0.0,0.0,2023-02-18,33,Mobile App,0,Not Churned,20-29,317,33,281.95,1,4,1,141,Frequent,Monitor
391,18,F,Married,Low,1990.15,7,0.0,0.0,2023-07-21,30,Mobile App,0,Not Churned,<20,164,30,1990.15,3,3,5,335,Loyal,Safe
392,26,F,Widowed,Medium,1533.34,7,1.0,0.0,2023-09-03,33,Mobile App,0,Not Churned,20-29,120,33,1533.34,4,4,4,444,Champions,Safe
393,33,M,Widowed,Medium,1960.83,8,1.0,0.0,2023-12-04,43,Website,0,Not Churned,30-39,28,43,1960.83,5,5,4,554,Champions,Safe
394,33,M,Divorced,Low,2346.48,8,2.0,1.0,2023-07-11,25,Online Banking,0,Not Churned,30-39,174,25,2346.48,3,3,5,335,Loyal,At Risk
395,29,F,Single,Medium,680.27,2,2.0,1.0,2023-07-22,22,Online Banking,1,Churned,20-29,163,22,680.27,3,2,2,322,Others,At Risk
396,22,M,Widowed,High,865.73,3,2.0,2.0,2023-05-07,1,Online Banking,1,Churned,20-29,239,1,865.73,2,1,2,212,At Risk,At Risk
397,57,F,Divorced,High,2322.98,9,0.0,0.0,2023-05-10,10,Online Banking,0,Not Churned,50-59,236,10,2322.98,2,1,5,215,At Risk,At Risk
398,46,F,Divorced,Low,1678.12,6,1.0,0.0,2023-10-09,23,Online Banking,0,Not Churned,40-49,84,23,1678.12,4,3,4,434,Loyal,Safe
399,63,M,Married,Medium,568.35,2,1.0,0.0,2023-06-02,33,Website,0,Not Churned,60-69,213,33,568.35,2,4,2,242,Frequent,Monitor
400,44,M,Divorced,High,2309.85,8,0.0,0.0,2023-03-19,39,Online Banking,0,Not Churned,40-49,288,39,2309.85,2,4,5,245,Frequent,Monitor
401,28,F,Divorced,Medium,1273.36,4,2.0,1.0,2023-08-22,28,Website,0,Not Churned,20-29,132,28,1273.36,4,3,3,433,Loyal,At Risk
402,64,M,Single,Medium,609.5799999999999,2,2.0,1.0,2023-08-11,43,Mobile App,1,Churned,60-69,143,43,609.5799999999999,3,5,2,352,Loyal,At Risk
403,67,F,Widowed,High,1645.76,7,2.0,0.0,2023-08-30,8,Online Banking,0,Not Churned,60-69,124,8,1645.76,4,1,4,414,Recent,Monitor
404,45,M,Married,Low,2787.1,9,1.0,0.0,2023-10-28,27,Mobile App,1,Churned,40-49,65,27,2787.1,5,3,5,535,Loyal,Safe
405,69,F,Divorced,Medium,508.49,3,0.0,0.0,2023-02-25,5,Online Banking,0,Not Churned,60-69,310,5,508.49,1,1,1,111,At Risk,At Risk
406,53,F,Married,High,2017.78,8,2.0,1.0,2023-12-29,15,Website,0,Not Churned,50-59,3,15,2017.78,5,2,5,525,Recent,At Risk
407,59,F,Widowed,Low,2722.74,9,1.0,1.0,2023-08-25,48,Mobile App,1,Churned,50-59,129,48,2722.74,4,5,5,455,Champions,At Risk
408,36,F,Divorced,Medium,2101.4,7,2.0,1.0,2023-10-14,22,Online Banking,0,Not Churned,30-39,79,22,2101.4,4,2,5,425,Recent,At Risk
409,52,F,Divorced,Medium,1524.84,9,1.0,1.0,2023-01-20,35,Mobile App,0,Not Churned,50-59,346,35,1524.84,1,4,4,144,Frequent,At Risk
410,69,F,Married,Medium,1426.2,6,1.0,1.0,2023-08-09,30,Online Banking,0,Not Churned,60-69,145,30,1426.2,3,3,3,333,Loyal,At Risk
411,48,F,Single,Medium,87.02,1,0.0,0.0,2023-09-20,48,Website,1,Churned,40-49,103,48,87.02,4,5,1,451,Loyal,Safe
412,61,M,Widowed,Low,184.86,1,0.0,0.0,2023-12-31,44,Website,0,Not Churned,60-69,1,44,184.86,5,5,1,551,Loyal,Safe
413,36,M,Widowed,Medium,1592.61,5,2.0,2.0,2023-03-16,33,Website,0,Not Churned,30-39,291,33,1592.61,1,4,4,144,Frequent,At Risk
414,63,M,Widowed,High,1497.89,7,1.0,0.0,2023-09-04,30,Online Banking,0,Not Churned,60-69,119,30,1497.89,4,3,4,434,Loyal,Safe
415,41,F,Divorced,High,354.64,1,1.0,0.0,2023-06-18,36,Online Banking,0,Not Churned,40-49,197,36,354.64,3,4,1,341,Loyal,Safe
416,19,M,Divorced,High,1442.26,5,2.0,2.0,2023-04-23,16,Online Banking,0,Not Churned,<20,253,16,1442.26,2,2,3,223,At Risk,At Risk
417,24,M,Divorced,Low,873.63,3,0.0,0.0,2023-11-09,38,Website,0,Not Churned,20-29,53,38,873.63,5,4,2,542,Loyal,Safe
418,60,M,Married,High,1282.72,3,2.0,1.0,2023-09-20,23,Online Banking,0,Not Churned,60-69,103,23,1282.72,4,3,3,433,Loyal,At Risk
419,66,M,Widowed,Medium,1254.4299999999998,5,0.0,0.0,2023-02-07,37,Online Banking,1,Churned,60-69,328,37,1254.4299999999998,1,4,3,143,Frequent,Monitor
420,48,F,Widowed,Medium,2140.54,8,2.0,0.0,2023-01-06,37,Website,0,Not Churned,40-49,360,37,2140.54,1,4,5,145,Frequent,Monitor
421,34,F,Widowed,High,594.4200000000001,2,1.0,1.0,2023-12-16,28,Mobile App,0,Not Churned,30-39,16,28,594.4200000000001,5,3,2,532,Loyal,At Risk
422,44,M,Single,Low,1770.89,7,1.0,0.0,2023-10-04,14,Mobile App,1,Churned,40-49,89,14,1770.89,4,2,4,424,Recent,Monitor
423,53,F,Divorced,Low,1329.4499999999998,5,0.0,0.0,2023-04-04,4,Mobile App,0,Not Churned,50-59,272,4,1329.4499999999998,2,1,3,213,At Risk,At Risk
424,67,F,Widowed,Medium,965.41,7,1.0,1.0,2023-09-24,39,Website,0,Not Churned,60-69,99,39,965.41,4,4,2,442,Loyal,At Risk
425,60,F,Widowed,Medium,1768.53,9,2.0,1.0,2023-11-03,33,Website,0,Not Churned,60-69,59,33,1768.53,5,4,4,544,Champions,At Risk
426,27,F,Divorced,High,1465.9299999999998,7,0.0,0.0,2023-09-10,31,Website,0,Not Churned,20-29,113,31,1465.9299999999998,4,3,3,433,Loyal,Safe
427,62,F,Divorced,Low,521.56,3,2.0,0.0,2023-08-14,13,Online Banking,0,Not Churned,60-69,140,13,521.56,3,2,2,322,Others,Monitor
428,31,M,Widowed,High,2414.15,8,2.0,1.0,2023-08-10,36,Mobile App,0,Not Churned,30-39,144,36,2414.15,3,4,5,345,Loyal,At Risk
429,24,F,Married,Medium,1361.39,5,2.0,1.0,2023-01-11,10,Mobile App,0,Not Churned,20-29,355,10,1361.39,1,1,3,113,At Risk,At Risk
430,56,M,Married,Medium,148.98,1,2.0,1.0,2023-07-02,47,Online Banking,0,Not Churned,50-59,183,47,148.98,3,5,1,351,Loyal,At Risk
431,57,F,Married,High,233.87,2,1.0,0.0,2023-05-26,31,Website,0,Not Churned,50-59,220,31,233.87,2,3,1,231,Others,Monitor
432,26,M,Married,Low,1834.48,7,0.0,0.0,2023-12-16,26,Mobile App,0,Not Churned,20-29,16,26,1834.48,5,3,4,534,Loyal,Safe
433,31,M,Single,Medium,1302.43,5,0.0,0.0,2023-12-03,14,Mobile App,1,Churned,30-39,29,14,1302.43,5,2,3,523,Recent,Monitor
434,25,F,Married,Medium,41.19,1,2.0,1.0,2023-11-09,4,Mobile App,0,Not Churned,20-29,53,4,41.19,5,1,1,511,Recent,At Risk
435,34,M,Widowed,Low,488.45,1,1.0,0.0,2023-03-18,33,Online Banking,0,Not Churned,30-39,289,33,488.45,1,4,1,141,Frequent,Monitor
436,40,F,Widowed,Medium,543.99,3,2.0,1.0,2023-09-18,47,Website,0,Not Churned,40-49,105,47,543.99,4,5,2,452,Loyal,At Risk
437,33,M,Widowed,Low,1698.21,8,0.0,0.0,2023-09-20,13,Website,0,Not Churned,30-39,103,13,1698.21,4,2,4,424,Recent,Monitor
438,43,M,Married,Low,2131.01,7,1.0,0.0,2023-04-20,48,Website,0,Not Churned,40-49,256,48,2131.01,2,5,5,255,Frequent,Monitor
439,26,F,Divorced,Medium,1373.54,7,2.0,2.0,2023-02-20,41,Online Banking,0,Not Churned,20-29,315,41,1373.54,1,5,3,153,Frequent,At Risk
440,53,M,Widowed,High,1920.61,8,2.0,1.0,2023-02-19,34,Online Banking,0,Not Churned,50-59,316,34,1920.61,1,4,4,144,Frequent,At Risk
441,24,F,Married,Medium,2560.36,8,1.0,1.0,2023-10-28,43,Mobile App,1,Churned,20-29,65,43,2560.36,5,5,5,555,Champions,At Risk
442,35,M,Single,Medium,412.55,1,1.0,0.0,2023-06-20,35,Mobile App,0,Not Churned,30-39,195,35,412.55,3,4,1,341,Loyal,Safe
443,25,F,Single,Medium,1115.64,5,0.0,0.0,2023-06-08,28,Website,0,Not Churned,20-29,207,28,1115.64,2,3,3,233,Others,Monitor
444,38,M,Widowed,Medium,387.51,2,0.0,0.0,2023-12-06,31,Mobile App,0,Not Churned,30-39,26,31,387.51,5,3,1,531,Loyal,Safe
445,43,M,Divorced,High,1002.46,5,2.0,1.0,2023-05-27,30,Online Banking,0,Not Churned,40-49,219,30,1002.46,2,3,2,232,Others,At Risk
446,20,F,Single,High,1516.93,6,2.0,1.0,2023-10-13,32,Mobile App,0,Not Churned,20-29,80,32,1516.93,4,4,4,444,Champions,At Risk
447,34,F,Married,High,169.69,1,0.0,0.0,2023-12-01,13,Website,0,Not Churned,30-39,31,13,169.69,5,2,1,521,Recent,Monitor
448,68,M,Married,Low,1461.03,7,0.0,0.0,2023-09-08,41,Mobile App,0,Not Churned,60-69,115,41,1461.03,4,5,3,453,Loyal,Safe
449,63,F,Single,High,1460.65,5,2.0,2.0,2023-05-11,34,Mobile App,0,Not Churned,60-69,235,34,1460.65,2,4,3,243,Frequent,At Risk
450,41,M,Widowed,Low,1527.63,5,0.0,0.0,2023-09-08,8,Website,1,Churned,40-49,115,8,1527.63,4,1,4,414,Recent,Monitor
451,42,M,Widowed,Medium,364.46,2,2.0,1.0,2023-07-13,42,Mobile App,0,Not Churned,40-49,172,42,364.46,3,5,1,351,Loyal,At Risk
452,22,M,Single,High,2341.48,8,1.0,1.0,2023-10-18,25,Online Banking,0,Not Churned,20-29,75,25,2341.48,5,3,5,535,Loyal,At Risk
453,54,F,Married,High,346.54,1,0.0,0.0,2023-04-20,33,Online Banking,0,Not Churned,50-59,256,33,346.54,2,4,1,241,Frequent,Monitor
454,62,F,Divorced,High,472.88,2,0.0,0.0,2023-07-13,10,Online Banking,0,Not Churned,60-69,172,10,472.88,3,1,1,311,Others,Monitor
455,67,F,Married,High,565.79,3,2.0,0.0,2023-12-23,40,Website,0,Not Churned,60-69,9,40,565.79,5,4,2,542,Loyal,Safe
456,41,M,Divorced,High,2402.0,9,1.0,1.0,2023-11-22,34,Mobile App,0,Not Churned,40-49,40,34,2402.0,5,4,5,545,Champions,At Risk
457,48,M,Divorced,Medium,1730.33,8,2.0,2.0,2023-06-14,44,Website,0,Not Churned,40-49,201,44,1730.33,3,5,4,354,Loyal,At Risk
458,43,M,Single,High,2767.15,9,0.0,0.0,2023-01-10,33,Website,0,Not Churned,40-49,356,33,2767.15,1,4,5,145,Frequent,Monitor
459,38,F,Widowed,Low,62.87,1,1.0,1.0,2023-03-13,5,Mobile App,0,Not Churned,30-39,294,5,62.87,1,1,1,111,At Risk,At Risk
460,51,M,Divorced,Low,336.72,1,2.0,2.0,2023-02-24,45,Online Banking,0,Not Churned,50-59,311,45,336.72,1,5,1,151,Frequent,At Risk
461,55,F,Married,High,449.87,1,2.0,2.0,2023-07-15,27,Online Banking,0,Not Churned,50-59,170,27,449.87,3,3,1,331,Loyal,At Risk
462,41,F,Widowed,Low,391.36,3,0.0,0.0,2023-04-09,8,Online Banking,1,Churned,40-49,267,8,391.36,2,1,1,211,At Risk,At Risk
463,45,F,Widowed,High,1668.22,7,0.0,0.0,2023-04-17,7,Online Banking,0,Not Churned,40-49,259,7,1668.22,2,1,4,214,At Risk,At Risk
464,47,F,Married,Medium,2166.33,9,0.0,0.0,2023-12-11,22,Website,0,Not Churned,40-49,21,22,2166.33,5,2,5,525,Recent,Monitor
465,51,F,Single,Low,1217.08,4,0.0,0.0,2023-11-14,46,Website,0,Not Churned,50-59,48,46,1217.08,5,5,3,553,Loyal,Safe
466,69,M,Widowed,High,1918.16,8,0.0,0.0,2023-06-25,28,Online Banking,1,Churned,60-69,190,28,1918.16,3,3,4,334,Loyal,Safe
467,69,M,Divorced,Low,1104.21,4,1.0,0.0,2023-12-17,9,Website,0,Not Churned,60-69,15,9,1104.21,5,1,3,513,Recent,Monitor
468,40,M,Married,High,818.31,4,0.0,0.0,2023-12-23,31,Online Banking,0,Not Churned,40-49,9,31,818.31,5,3,2,532,Loyal,Safe
469,25,M,Divorced,Low,1626.7,6,2.0,2.0,2023-10-24,4,Mobile App,1,Churned,20-29,69,4,1626.7,5,1,4,514,Recent,At Risk
470,59,F,Married,Medium,1916.68,6,1.0,1.0,2023-06-09,5,Website,1,Churned,50-59,206,5,1916.68,3,1,4,314,Others,At Risk
471,67,F,Married,Low,1109.17,5,2.0,1.0,2023-01-10,13,Mobile App,0,Not Churned,60-69,356,13,1109.17,1,2,3,123,At Risk,At Risk
472,27,F,Widowed,Low,2217.28,9,0.0,0.0,2023-12-30,6,Mobile App,0,Not Churned,20-29,2,6,2217.28,5,1,5,515,Recent,Monitor
473,18,M,Married,Low,251.46,3,0.0,0.0,2023-01-17,23,Online Banking,0,Not Churned,<20,349,23,251.46,1,3,1,131,Others,Monitor
474,37,M,Widowed,Low,2460.07,9,2.0,1.0,2023-03-15,47,Online Banking,0,Not Churned,30-39,292,47,2460.07,1,5,5,155,Frequent,At Risk
475,54,F,Married,High,1635.13,6,1.0,0.0,2023-05-08,35,Mobile App,0,Not Churned,50-59,238,35,1635.13,2,4,4,244,Frequent,Monitor
476,35,M,Widowed,Medium,2145.93,8,1.0,0.0,2023-01-30,34,Mobile App,0,Not Churned,30-39,336,34,2145.93,1,4,5,145,Frequent,Monitor
477,38,M,Widowed,Medium,806.96,6,0.0,0.0,2023-11-20,38,Online Banking,0,Not Churned,30-39,42,38,806.96,5,4,2,542,Loyal,Safe
478,66,M,Single,Low,1615.84,5,0.0,0.0,2023-07-16,34,Mobile App,1,Churned,60-69,169,34,1615.84,3,4,4,344,Loyal,Safe
479,21,F,Widowed,Low,1184.28,5,2.0,1.0,2023-09-03,11,Website,0,Not Churned,20-29,120,11,1184.28,4,2,3,423,Recent,At Risk
480,60,M,Widowed,Medium,1351.01,8,1.0,1.0,2023-06-09,6,Website,1,Churned,60-69,206,6,1351.01,3,1,3,313,Others,At Risk
481,19,F,Widowed,Medium,3386.04,9,1.0,0.0,2023-07-19,32,Website,0,Not Churned,<20,166,32,3386.04,3,4,5,345,Loyal,Safe
482,38,M,Single,Medium,2624.42,9,2.0,0.0,2023-01-25,35,Website,1,Churned,30-39,341,35,2624.42,1,4,5,145,Frequent,Monitor
483,54,F,Divorced,Medium,1262.48,6,1.0,1.0,2023-03-23,34,Mobile App,0,Not Churned,50-59,284,34,1262.48,2,4,3,243,Frequent,At Risk
484,22,M,Divorced,Low,988.39,7,0.0,0.0,2023-04-13,43,Mobile App,0,Not Churned,20-29,263,43,988.39,2,5,2,252,Frequent,Monitor
485,34,M,Single,Medium,2129.71,7,1.0,0.0,2023-09-15,28,Mobile App,0,Not Churned,30-39,108,28,2129.71,4,3,5,435,Loyal,Safe
486,66,F,Widowed,Low,758.73,4,2.0,1.0,2023-08-18,5,Online Banking,0,Not Churned,60-69,136,5,758.73,4,1,2,412,Recent,At Risk
487,65,F,Widowed,Low,1624.23,7,2.0,1.0,2023-10-11,34,Mobile App,0,Not Churned,60-69,82,34,1624.23,4,4,4,444,Champions,At Risk
488,28,F,Married,Medium,393.84,1,0.0,0.0,2023-06-14,33,Mobile App,1,Churned,20-29,201,33,393.84,3,4,1,341,Loyal,Safe
489,63,M,Divorced,High,1101.11,6,0.0,0.0,2023-11-23,12,Online Banking,0,Not Churned,60-69,39,12,1101.11,5,2,3,523,Recent,Monitor
490,58,F,Widowed,Low,2063.08,7,2.0,1.0,2023-02-28,40,Online Banking,0,Not Churned,50-59,307,40,2063.08,1,4,5,145,Frequent,At Risk
491,48,M,Widowed,Medium,1483.12,6,1.0,0.0,2023-11-30,44,Website,1,Churned,40-49,32,44,1483.12,5,5,4,554,Champions,Safe
492,45,F,Divorced,Low,1491.8,5,0.0,0.0,2023-01-06,38,Online Banking,0,Not Churned,40-49,360,38,1491.8,1,4,4,144,Frequent,Monitor
493,61,M,Widowed,High,976.0,4,0.0,0.0,2023-08-29,44,Online Banking,0,Not Churned,60-69,125,44,976.0,4,5,2,452,Loyal,Safe
494,49,M,Single,Medium,269.73,1,1.0,0.0,2023-10-08,12,Mobile App,0,Not Churned,40-49,85,12,269.73,4,2,1,421,Recent,Monitor
495,38,M,Widowed,Low,1738.14,6,1.0,1.0,2023-01-07,37,Online Banking,0,Not Churned,30-39,359,37,1738.14,1,4,4,144,Frequent,At Risk
496,24,F,Widowed,High,216.79,2,1.0,0.0,2023-12-29,1,Website,0,Not Churned,20-29,3,1,216.79,5,1,1,511,Recent,Monitor
497,27,M,Divorced,High,1554.77,6,2.0,2.0,2023-08-30,40,Mobile App,0,Not Churned,20-29,124,40,1554.77,4,4,4,444,Champions,At Risk
498,45,F,Single,Low,763.91,2,0.0,0.0,2023-06-28,5,Website,1,Churned,40-49,187,5,763.91,3,1,2,312,Others,Monitor
499,65,M,Married,Medium,458.77,2,1.0,0.0,2023-11-30,2,Mobile App,0,Not Churned,60-69,32,2,458.77,5,1,1,511,Recent,Monitor
500,53,M,Divorced,Medium,2429.2200000000003,9,0.0,0.0,2023-11-22,46,Online Banking,0,Not Churned,50-59,40,46,2429.2200000000003,5,5,5,555,Champions,Safe
501,37,M,Married,Low,1317.1799999999998,8,0.0,0.0,2023-04-15,25,Online Banking,0,Not Churned,30-39,261,25,1317.1799999999998,2,3,3,233,Others,Monitor
502,30,M,Married,High,703.3299999999999,4,2.0,2.0,2023-09-20,38,Mobile App,0,Not Churned,30-39,103,38,703.3299999999999,4,4,2,442,Loyal,At Risk
503,36,F,Single,High,1336.58,6,0.0,0.0,2023-12-07,25,Website,0,Not Churned,30-39,25,25,1336.58,5,3,3,533,Loyal,Safe
504,67,M,Married,High,551.93,3,1.0,1.0,2023-11-04,48,Mobile App,0,Not Churned,60-69,58,48,551.93,5,5,2,552,Loyal,At Risk
505,28,M,Single,High,2312.7,7,2.0,1.0,2023-06-23,22,Mobile App,0,Not Churned,20-29,192,22,2312.7,3,2,5,325,Others,At Risk
506,52,F,Widowed,Low,1009.74,4,2.0,2.0,2023-08-10,1,Online Banking,1,Churned,50-59,144,1,1009.74,3,1,3,313,Others,At Risk
507,51,M,Single,High,2325.03,9,2.0,1.0,2023-10-15,25,Online Banking,1,Churned,50-59,78,25,2325.03,4,3,5,435,Loyal,At Risk
508,61,F,Divorced,Low,1536.61,5,0.0,0.0,2023-10-21,33,Online Banking,0,Not Churned,60-69,72,33,1536.61,5,4,4,544,Champions,Safe
509,21,F,Married,Medium,2446.54,9,1.0,1.0,2023-08-08,22,Website,1,Churned,20-29,146,22,2446.54,3,2,5,325,Others,At Risk
510,30,M,Single,Medium,392.1,1,1.0,1.0,2023-07-04,31,Mobile App,1,Churned,30-39,181,31,392.1,3,3,1,331,Loyal,At Risk
511,54,M,Divorced,High,2027.88,9,1.0,0.0,2023-02-12,19,Online Banking,1,Churned,50-59,323,19,2027.88,1,2,5,125,At Risk,At Risk
512,19,F,Single,High,1362.35,5,0.0,0.0,2023-08-02,48,Mobile App,0,Not Churned,<20,152,48,1362.35,3,5,3,353,Loyal,Safe
513,67,F,Married,High,172.81,1,0.0,0.0,2023-06-18,18,Online Banking,0,Not Churned,60-69,197,18,172.81,3,2,1,321,Others,Monitor
514,18,F,Married,Medium,1606.29,6,0.0,0.0,2023-07-23,1,Mobile App,0,Not Churned,<20,162,1,1606.29,3,1,4,314,Others,Monitor
515,57,F,Divorced,Low,1639.58,6,0.0,0.0,2023-01-06,19,Online Banking,0,Not Churned,50-59,360,19,1639.58,1,2,4,124,At Risk,At Risk
516,42,F,Divorced,Low,612.22,3,0.0,0.0,2023-12-28,14,Mobile App,1,Churned,40-49,4,14,612.22,5,2,2,522,Recent,Monitor
517,54,F,Divorced,Low,1073.98,5,0.0,0.0,2023-01-11,11,Online Banking,0,Not Churned,50-59,355,11,1073.98,1,2,3,123,At Risk,At Risk
518,53,F,Divorced,High,3078.6,9,2.0,1.0,2023-09-25,8,Mobile App,1,Churned,50-59,98,8,3078.6,4,1,5,415,Recent,At Risk
519,23,F,Divorced,Low,1894.4,9,2.0,1.0,2023-06-09,18,Mobile App,0,Not Churned,20-29,206,18,1894.4,3,2,4,324,Others,At Risk
