CustomerID,Age,Gender,MaritalStatus,IncomeLevel,TotalSpent,NumTransactions,NumInteractions,UnresolvedCount,LastLoginDate,LoginFrequency,ServiceUsage,ChurnStatus,Churn,AgeGroup,DemoCluster
501,37,M,Married,Low,1317.1799999999998,8,0.0,0.0,2023-04-15,25,Online Banking,0,Not Churned,30-40,4
502,30,M,Married,High,703.3299999999999,4,2.0,2.0,2023-09-20,38,Mobile App,0,Not Churned,<30,4
503,36,F,Single,High,1336.58,6,0.0,0.0,2023-12-07,25,Website,0,Not Churned,30-40,7
504,67,M,Married,High,551.93,3,1.0,1.0,2023-11-04,48,Mobile App,0,Not Churned,60+,4
505,28,M,Single,High,2312.7,7,2.0,1.0,2023-06-23,22,Mobile App,0,Not Churned,<30,1
506,52,F,Widowed,Low,1009.74,4,2.0,2.0,2023-08-10,1,Online Banking,1,Churned,50-60,2
507,51,M,Single,High,2325.03,9,2.0,1.0,2023-10-15,25,Online Banking,1,Churned,50-60,1
508,61,F,Divorced,Low,1536.61,5,0.0,0.0,2023-10-21,33,Online Banking,0,Not Churned,60+,3
509,21,F,Married,Medium,2446.54,9,1.0,1.0,2023-08-08,22,Website,1,Churned,<30,0
510,30,M,Single,Medium,392.1,1,1.0,1.0,2023-07-04,31,Mobile App,1,Churned,<30,1
511,54,M,Divorced,High,2027.88,9,1.0,0.0,2023-02-12,19,Online Banking,1,Churned,50-60,6
512,19,F,Single,High,1362.35,5,0.0,0.0,2023-08-02,48,Mobile App,0,Not Churned,<30,7
513,67,F,Married,High,172.81,1,0.0,0.0,2023-06-18,18,Online Banking,0,Not Churned,60+,0
514,18,F,Married,Medium,1606.29,6,0.0,0.0,2023-07-23,1,Mobile App,0,Not Churned,<30,0
515,57,F,Divorced,Low,1639.58,6,0.0,0.0,2023-01-06,19,Online Banking,0,Not Churned,50-60,3
516,42,F,Divorced,Low,612.22,3,0.0,0.0,2023-12-28,14,Mobile App,1,Churned,40-50,3
517,54,F,Divorced,Low,1073.98,5,0.0,0.0,2023-01-11,11,Online Banking,0,Not Churned,50-60,3
518,53,F,Divorced,High,3078.6,9,2.0,1.0,2023-09-25,8,Mobile App,1,Churned,50-60,3
519,23,F,Divorced,Low,1894.4,9,2.0,1.0,2023-06-09,18,Mobile App,0,Not Churned,<30,3
520,24,M,Married,High,1959.29,5,2.0,0.0,2023-07-16,9,Mobile App,0,Not Churned,<30,4
521,21,F,Widowed,Medium,645.75,2,2.0,1.0,2023-02-09,43,Website,1,Churned,<30,2
522,52,M,Divorced,Low,2557.54,9,2.0,1.0,2023-09-15,28,Website,0,Not Churned,50-60,6
523,58,M,Widowed,High,2090.02,9,0.0,0.0,2023-08-22,11,Mobile App,0,Not Churned,50-60,5
524,51,F,Divorced,Low,2565.36,9,1.0,1.0,2023-10-30,49,Online Banking,0,Not Churned,50-60,3
525,46,F,Divorced,Medium,462.44,4,1.0,1.0,2023-12-07,41,Website,0,Not Churned,40-50,3
526,22,M,Divorced,Low,446.32,4,1.0,0.0,2023-02-14,30,Online Banking,0,Not Churned,<30,6
527,44,M,Married,Low,343.51,3,0.0,0.0,2023-12-28,44,Online Banking,0,Not Churned,40-50,4
528,50,F,Widowed,Medium,1353.55,6,1.0,0.0,2023-05-16,27,Online Banking,0,Not Churned,40-50,2
529,63,F,Married,High,2333.7200000000003,8,1.0,1.0,2023-05-18,26,Online Banking,0,Not Churned,60+,0
530,69,F,Single,High,1311.64,6,0.0,0.0,2023-12-06,49,Mobile App,1,Churned,60+,7
531,27,F,Divorced,High,2008.12,9,1.0,1.0,2023-11-09,12,Online Banking,1,Churned,<30,3
532,23,M,Divorced,Low,2372.58,8,2.0,1.0,2023-10-22,38,Website,0,Not Churned,<30,6
533,51,M,Widowed,Low,388.31,1,1.0,1.0,2023-10-29,27,Mobile App,0,Not Churned,50-60,5
534,25,M,Married,High,536.31,3,2.0,2.0,2023-08-16,37,Mobile App,0,Not Churned,<30,4
535,48,M,Married,High,2145.98,8,0.0,0.0,2023-06-26,17,Mobile App,0,Not Churned,40-50,4
536,26,M,Married,Low,1639.36,4,1.0,1.0,2023-11-10,46,Mobile App,0,Not Churned,<30,4
537,38,M,Divorced,High,2067.57,6,0.0,0.0,2023-05-27,9,Online Banking,1,Churned,30-40,6
538,25,M,Widowed,High,651.88,2,2.0,1.0,2023-06-13,6,Online Banking,0,Not Churned,<30,5
539,21,F,Single,Low,1286.35,6,2.0,1.0,2023-09-22,13,Mobile App,0,Not Churned,<30,7
540,39,F,Single,Medium,649.47,2,1.0,1.0,2023-01-17,6,Online Banking,0,Not Churned,30-40,7
541,45,F,Married,Low,185.03,2,2.0,1.0,2023-09-22,38,Mobile App,0,Not Churned,40-50,0
542,62,F,Widowed,High,344.77,3,0.0,0.0,2023-07-07,4,Mobile App,0,Not Churned,60+,2
543,21,M,Married,High,939.83,5,1.0,1.0,2023-08-25,16,Online Banking,1,Churned,<30,4
544,56,M,Married,Medium,1099.45,4,1.0,1.0,2023-02-21,36,Website,0,Not Churned,50-60,4
545,38,F,Married,Medium,452.87,2,2.0,0.0,2023-10-08,43,Website,1,Churned,30-40,0
546,25,M,Single,Low,575.05,2,2.0,0.0,2023-02-10,14,Online Banking,0,Not Churned,<30,1
547,37,M,Single,Medium,716.14,3,0.0,0.0,2023-01-22,29,Website,0,Not Churned,30-40,1
548,49,M,Married,High,2116.14,9,0.0,0.0,2023-11-29,24,Website,0,Not Churned,40-50,4
549,18,M,Widowed,High,358.67,2,0.0,0.0,2023-09-02,39,Mobile App,0,Not Churned,<30,5
550,23,F,Single,High,2140.26,8,2.0,1.0,2023-12-30,39,Online Banking,0,Not Churned,<30,7
551,45,F,Married,High,3027.91,9,2.0,2.0,2023-01-03,45,Mobile App,0,Not Churned,40-50,0
552,61,F,Single,Medium,1049.96,3,0.0,0.0,2023-02-05,25,Website,0,Not Churned,60+,7
553,48,F,Divorced,High,2125.61,7,0.0,0.0,2023-11-24,46,Website,0,Not Churned,40-50,3
554,27,M,Divorced,High,1822.54,6,1.0,0.0,2023-09-25,46,Mobile App,0,Not Churned,<30,6
555,37,F,Single,High,393.99,2,0.0,0.0,2023-11-09,3,Website,0,Not Churned,30-40,7
556,25,M,Married,Low,2132.54,7,1.0,0.0,2023-02-09,42,Online Banking,0,Not Churned,<30,4
557,39,F,Single,Low,1179.98,3,2.0,1.0,2023-12-02,27,Online Banking,0,Not Churned,30-40,7
558,55,M,Widowed,High,1722.97,6,0.0,0.0,2023-10-24,12,Online Banking,0,Not Churned,50-60,5
559,46,F,Married,Medium,2151.66,7,1.0,1.0,2023-08-15,43,Website,0,Not Churned,40-50,0
560,26,M,Married,Medium,203.34,2,0.0,0.0,2023-12-20,2,Mobile App,1,Churned,<30,4
561,61,M,Married,Low,1369.4,6,1.0,0.0,2023-10-22,38,Online Banking,0,Not Churned,60+,4
562,64,M,Married,Low,2160.95,9,0.0,0.0,2023-05-13,26,Online Banking,1,Churned,60+,4
563,18,M,Widowed,Medium,1090.13,5,0.0,0.0,2023-06-12,29,Mobile App,0,Not Churned,<30,5
564,58,M,Single,Low,1859.23,7,0.0,0.0,2023-06-06,45,Online Banking,0,Not Churned,50-60,1
565,69,M,Single,Low,2436.25,6,2.0,1.0,2023-04-22,30,Website,1,Churned,60+,1
566,56,M,Divorced,High,1867.21,7,0.0,0.0,2023-06-15,38,Online Banking,0,Not Churned,50-60,6
567,43,M,Married,Medium,472.36,1,0.0,0.0,2023-11-27,41,Online Banking,0,Not Churned,40-50,4
568,28,M,Divorced,High,1051.21,3,1.0,0.0,2023-08-16,32,Online Banking,0,Not Churned,<30,6
569,69,F,Widowed,Low,1550.85,6,1.0,0.0,2023-11-22,38,Online Banking,0,Not Churned,60+,2
570,52,F,Single,Low,2358.04,7,2.0,1.0,2023-08-04,21,Mobile App,0,Not Churned,50-60,7
571,41,F,Single,Low,962.48,3,1.0,1.0,2023-04-25,8,Website,0,Not Churned,40-50,7
572,50,F,Married,Low,538.06,2,0.0,0.0,2023-01-26,6,Website,0,Not Churned,40-50,0
573,37,F,Single,Medium,1331.4,5,0.0,0.0,2023-01-23,4,Website,0,Not Churned,30-40,7
574,44,M,Widowed,Medium,2437.4,9,1.0,0.0,2023-04-01,17,Mobile App,1,Churned,40-50,5
575,32,F,Widowed,Medium,1550.26,9,2.0,1.0,2023-07-10,21,Mobile App,0,Not Churned,30-40,2
576,50,F,Married,Medium,755.9300000000001,4,2.0,2.0,2023-12-21,4,Website,1,Churned,40-50,0
577,69,M,Divorced,High,2373.23,8,1.0,1.0,2023-04-25,35,Website,1,Churned,60+,6
578,24,F,Married,High,715.6,3,1.0,0.0,2023-04-23,30,Mobile App,0,Not Churned,<30,0
579,51,F,Widowed,High,402.41,2,0.0,0.0,2023-05-23,27,Online Banking,1,Churned,50-60,2
580,62,M,Single,Low,232.75,2,2.0,1.0,2023-12-01,12,Website,0,Not Churned,60+,1
581,68,F,Single,Medium,407.66,2,1.0,1.0,2023-03-25,48,Mobile App,0,Not Churned,60+,7
582,63,F,Single,Medium,1876.36,7,0.0,0.0,2023-10-18,20,Online Banking,0,Not Churned,60+,7
583,59,M,Widowed,Medium,783.96,4,0.0,0.0,2023-02-15,40,Online Banking,0,Not Churned,50-60,5
584,22,M,Divorced,High,1677.08,7,2.0,1.0,2023-11-07,44,Online Banking,0,Not Churned,<30,6
585,47,M,Married,Low,1709.36,6,2.0,0.0,2023-04-08,41,Online Banking,0,Not Churned,40-50,4
586,45,M,Divorced,Low,1667.53,5,1.0,1.0,2023-11-14,33,Online Banking,1,Churned,40-50,6
587,35,F,Single,Low,623.49,3,1.0,0.0,2023-04-01,10,Website,0,Not Churned,30-40,7
588,53,F,Married,High,1726.51,8,2.0,1.0,2023-11-21,5,Mobile App,1,Churned,50-60,0
589,20,F,Widowed,Medium,2356.94,9,2.0,1.0,2023-04-20,11,Mobile App,1,Churned,<30,2
590,38,M,Widowed,High,1383.59,9,0.0,0.0,2023-10-14,21,Mobile App,0,Not Churned,30-40,5
591,63,F,Divorced,Medium,215.12,1,2.0,1.0,2023-04-23,20,Online Banking,0,Not Churned,60+,3
592,33,M,Married,Low,2642.14,8,0.0,0.0,2023-02-03,44,Mobile App,0,Not Churned,30-40,4
593,54,F,Single,Medium,2959.62,9,1.0,0.0,2023-01-04,9,Online Banking,0,Not Churned,50-60,7
594,59,M,Divorced,Low,2544.69,9,2.0,1.0,2023-06-09,30,Mobile App,0,Not Churned,50-60,6
595,22,F,Widowed,Low,2270.36,8,1.0,0.0,2023-04-23,48,Online Banking,0,Not Churned,<30,2
596,67,F,Married,Low,1346.76,5,0.0,0.0,2023-06-07,4,Mobile App,0,Not Churned,60+,0
597,68,M,Married,Medium,1726.9,7,1.0,1.0,2023-10-17,9,Website,0,Not Churned,60+,4
598,31,M,Widowed,High,1906.1,7,0.0,0.0,2023-07-09,40,Online Banking,0,Not Churned,30-40,5
599,48,M,Single,Low,2347.42,9,2.0,0.0,2023-12-16,3,Website,0,Not Churned,40-50,1
600,63,F,Single,Medium,865.0,4,1.0,1.0,2023-11-22,38,Online Banking,0,Not Churned,60+,7
601,41,F,Widowed,Low,2473.79,8,2.0,1.0,2023-09-11,25,Website,0,Not Churned,40-50,2
602,52,M,Widowed,Medium,1158.83,9,0.0,0.0,2023-05-13,37,Mobile App,1,Churned,50-60,5
603,53,M,Single,High,1476.4,5,0.0,0.0,2023-06-16,30,Mobile App,0,Not Churned,50-60,1
604,27,M,Divorced,Low,437.93,3,2.0,1.0,2023-05-06,31,Website,0,Not Churned,<30,6
605,44,M,Divorced,Low,1187.98,4,0.0,0.0,2023-01-13,17,Mobile App,1,Churned,40-50,6
606,44,F,Married,Low,271.99,1,0.0,0.0,2023-10-03,10,Website,0,Not Churned,40-50,0
607,40,M,Married,High,1489.51,5,1.0,1.0,2023-01-16,8,Mobile App,1,Churned,30-40,4
608,30,M,Divorced,Medium,2463.96,9,1.0,1.0,2023-01-14,2,Mobile App,0,Not Churned,<30,6
609,33,F,Married,Low,110.77,1,2.0,1.0,2023-12-21,32,Website,0,Not Churned,30-40,0
610,52,F,Divorced,Low,1504.22,5,0.0,0.0,2023-12-07,11,Mobile App,0,Not Churned,50-60,3
611,44,M,Married,High,624.87,3,1.0,1.0,2023-10-11,10,Online Banking,0,Not Churned,40-50,4
612,69,F,Divorced,Medium,1688.29,7,2.0,0.0,2023-12-17,41,Online Banking,0,Not Churned,60+,3
613,56,M,Married,High,612.18,3,0.0,0.0,2023-08-26,32,Online Banking,0,Not Churned,50-60,4
614,64,F,Married,High,1239.16,3,1.0,0.0,2023-03-25,24,Mobile App,1,Churned,60+,0
615,34,F,Divorced,Low,481.68,3,2.0,1.0,2023-08-11,7,Online Banking,0,Not Churned,30-40,3
616,65,M,Single,Medium,1674.35,8,1.0,1.0,2023-08-14,29,Online Banking,1,Churned,60+,1
617,58,F,Divorced,Low,2146.58,7,0.0,0.0,2023-01-22,2,Online Banking,1,Churned,50-60,3
618,18,M,Divorced,Low,1025.54,7,2.0,0.0,2023-11-20,16,Mobile App,1,Churned,<30,6
619,28,M,Widowed,High,244.19,1,1.0,1.0,2023-04-27,31,Online Banking,1,Churned,<30,5
620,29,F,Single,High,694.35,3,1.0,1.0,2023-02-25,12,Online Banking,0,Not Churned,<30,7
621,31,F,Married,Low,204.8,2,1.0,0.0,2023-08-15,32,Online Banking,0,Not Churned,30-40,0
622,25,M,Single,High,754.54,5,1.0,1.0,2023-10-01,47,Online Banking,0,Not Churned,<30,1
623,48,F,Single,High,1074.25,7,2.0,2.0,2023-04-12,41,Online Banking,0,Not Churned,40-50,7
624,24,F,Single,Medium,934.44,4,0.0,0.0,2023-11-19,18,Website,0,Not Churned,<30,7
625,63,F,Widowed,Low,2452.39,9,0.0,0.0,2023-08-03,3,Mobile App,1,Churned,60+,2
626,48,M,Widowed,Low,2416.9,8,0.0,0.0,2023-02-27,16,Website,0,Not Churned,40-50,5
627,33,F,Married,Medium,1929.48,6,1.0,0.0,2023-11-16,49,Website,1,Churned,30-40,0
628,59,F,Divorced,High,67.65,1,1.0,0.0,2023-01-16,42,Website,0,Not Churned,50-60,3
629,56,M,Single,Medium,657.3699999999999,3,2.0,1.0,2023-01-07,18,Online Banking,0,Not Churned,50-60,1
630,61,F,Married,Medium,942.44,2,1.0,1.0,2023-08-17,44,Website,1,Churned,60+,0
631,36,M,Married,Medium,238.83,1,2.0,1.0,2023-07-23,15,Website,0,Not Churned,30-40,4
632,25,M,Widowed,High,1060.86,6,1.0,1.0,2023-11-28,41,Online Banking,0,Not Churned,<30,5
633,46,M,Divorced,Medium,1985.72,8,2.0,2.0,2023-11-04,37,Online Banking,0,Not Churned,40-50,6
634,19,M,Divorced,Low,1053.54,4,2.0,2.0,2023-04-21,23,Mobile App,0,Not Churned,<30,6
635,59,F,Widowed,High,1574.74,5,1.0,1.0,2023-12-10,26,Online Banking,0,Not Churned,50-60,2
636,20,M,Single,Medium,1041.72,5,2.0,1.0,2023-09-27,7,Online Banking,0,Not Churned,<30,1
637,68,M,Widowed,Medium,1629.96,8,1.0,0.0,2023-04-26,48,Online Banking,0,Not Churned,60+,5
638,46,M,Married,Medium,194.63,2,0.0,0.0,2023-04-30,21,Website,0,Not Churned,40-50,4
639,32,F,Widowed,Medium,1874.22,8,1.0,1.0,2023-03-30,29,Website,0,Not Churned,30-40,2
640,55,M,Divorced,Medium,2408.65,8,2.0,1.0,2023-11-24,45,Website,0,Not Churned,50-60,6
641,45,M,Single,Medium,1717.5700000000002,9,2.0,1.0,2023-06-15,7,Online Banking,1,Churned,40-50,1
642,54,M,Married,Low,1587.38,6,1.0,1.0,2023-08-15,6,Online Banking,0,Not Churned,50-60,4
643,49,M,Married,High,1060.42,7,0.0,0.0,2023-09-17,27,Online Banking,1,Churned,40-50,4
644,47,M,Divorced,Low,266.05,2,1.0,0.0,2023-09-11,43,Mobile App,1,Churned,40-50,6
645,68,M,Widowed,Medium,328.56,1,2.0,1.0,2023-06-28,46,Website,0,Not Churned,60+,5
646,64,M,Married,Medium,163.69,1,0.0,0.0,2023-02-23,17,Website,1,Churned,60+,4
647,47,M,Widowed,Medium,12.46,1,2.0,1.0,2023-03-11,24,Mobile App,0,Not Churned,40-50,5
648,68,M,Married,Low,1028.17,3,1.0,0.0,2023-08-11,28,Website,0,Not Churned,60+,4
649,51,M,Divorced,Medium,759.5699999999999,4,1.0,1.0,2023-07-01,26,Website,0,Not Churned,50-60,6
650,30,M,Married,Low,499.67,2,1.0,0.0,2023-08-30,38,Online Banking,1,Churned,<30,4
651,50,M,Married,High,1467.02,7,0.0,0.0,2023-05-17,26,Online Banking,0,Not Churned,40-50,4
652,59,F,Single,Low,1245.86,5,2.0,2.0,2023-05-18,40,Website,0,Not Churned,50-60,7
653,34,F,Married,Low,392.17,1,1.0,0.0,2023-03-30,1,Mobile App,0,Not Churned,30-40,0
654,20,M,Divorced,High,1437.17,9,1.0,0.0,2023-02-19,19,Mobile App,0,Not Churned,<30,6
655,26,F,Married,Medium,2097.25,9,2.0,2.0,2023-01-31,26,Mobile App,0,Not Churned,<30,0
656,69,F,Divorced,Low,1567.52,7,0.0,0.0,2023-07-10,35,Mobile App,0,Not Churned,60+,3
657,28,F,Widowed,High,1135.3,5,1.0,0.0,2023-12-07,16,Online Banking,1,Churned,<30,2
658,66,M,Divorced,Low,1132.79,6,1.0,1.0,2023-06-25,13,Mobile App,1,Churned,60+,6
659,44,F,Widowed,Low,1658.16,6,2.0,1.0,2023-09-25,10,Website,0,Not Churned,40-50,2
660,45,F,Married,High,2676.26,8,2.0,1.0,2023-08-13,8,Mobile App,0,Not Churned,40-50,0
661,19,M,Divorced,Low,1579.69,8,0.0,0.0,2023-10-12,27,Mobile App,0,Not Churned,<30,6
662,18,F,Single,High,758.41,4,0.0,0.0,2023-09-01,26,Mobile App,0,Not Churned,<30,7
663,23,F,Divorced,Low,1160.99,6,1.0,1.0,2023-04-12,3,Mobile App,0,Not Churned,<30,3
664,42,F,Widowed,Medium,1972.94,6,1.0,1.0,2023-08-24,45,Online Banking,0,Not Churned,40-50,2
665,52,F,Widowed,High,1405.19,5,1.0,1.0,2023-06-15,36,Online Banking,0,Not Churned,50-60,2
666,33,M,Single,Medium,474.38,1,0.0,0.0,2023-10-22,41,Online Banking,0,Not Churned,30-40,1
667,21,F,Divorced,Low,1442.15,6,1.0,0.0,2023-10-19,8,Online Banking,0,Not Churned,<30,3
668,64,M,Married,Medium,1668.59,7,1.0,1.0,2023-06-03,32,Website,0,Not Churned,60+,4
669,55,F,Divorced,High,2232.41,8,2.0,1.0,2023-11-06,19,Website,0,Not Churned,50-60,3
670,61,F,Divorced,Low,143.34,1,0.0,0.0,2023-04-02,12,Online Banking,0,Not Churned,60+,3
671,37,F,Divorced,High,2587.47,9,1.0,0.0,2023-02-28,45,Online Banking,0,Not Churned,30-40,3
672,42,F,Single,Low,77.31,1,2.0,0.0,2023-04-01,45,Mobile App,0,Not Churned,40-50,7
673,24,F,Single,Medium,1779.5,8,2.0,0.0,2023-07-02,13,Mobile App,0,Not Churned,<30,7
674,38,M,Single,Medium,2314.49,9,2.0,1.0,2023-01-23,44,Online Banking,1,Churned,30-40,1
675,24,M,Single,High,2461.3,9,2.0,0.0,2023-06-07,48,Online Banking,0,Not Churned,<30,1
676,46,M,Single,High,923.55,5,0.0,0.0,2023-11-16,45,Mobile App,0,Not Churned,40-50,1
677,69,F,Married,Low,308.82,1,2.0,1.0,2023-07-05,7,Website,1,Churned,60+,0
678,24,M,Divorced,High,864.3,4,1.0,0.0,2023-04-22,47,Online Banking,0,Not Churned,<30,6
679,20,F,Divorced,High,1700.3,7,2.0,1.0,2023-08-31,47,Website,0,Not Churned,<30,3
680,46,M,Married,Medium,2490.85,9,0.0,0.0,2023-12-24,16,Website,0,Not Churned,40-50,4
681,46,M,Married,High,1463.19,4,0.0,0.0,2023-06-22,32,Mobile App,0,Not Churned,40-50,4
682,56,M,Married,High,1084.11,5,1.0,0.0,2023-09-14,9,Mobile App,1,Churned,50-60,4
683,55,F,Married,Low,1383.28,5,2.0,1.0,2023-08-19,26,Online Banking,0,Not Churned,50-60,0
684,23,M,Single,Medium,1240.94,5,1.0,0.0,2023-07-24,48,Mobile App,0,Not Churned,<30,1
685,63,F,Divorced,Medium,534.74,2,0.0,0.0,2023-07-27,40,Website,1,Churned,60+,3
686,27,M,Married,Low,1019.67,4,0.0,0.0,2023-07-29,47,Website,0,Not Churned,<30,4
687,54,F,Widowed,Medium,1446.69,9,1.0,0.0,2023-11-24,20,Online Banking,0,Not Churned,50-60,2
688,31,F,Married,Low,2281.4700000000003,9,2.0,1.0,2023-10-05,6,Website,0,Not Churned,30-40,0
689,39,F,Divorced,Low,897.51,4,0.0,0.0,2023-01-24,11,Mobile App,0,Not Churned,30-40,3
690,49,F,Widowed,High,638.06,3,0.0,0.0,2023-12-22,29,Online Banking,0,Not Churned,40-50,2
691,35,F,Married,High,683.19,2,0.0,0.0,2023-01-11,7,Mobile App,1,Churned,30-40,0
692,53,F,Single,Low,1421.26,5,0.0,0.0,2023-06-24,29,Website,0,Not Churned,50-60,7
693,63,F,Single,High,2154.62,8,1.0,0.0,2023-10-01,43,Mobile App,0,Not Churned,60+,7
694,69,F,Widowed,High,1500.44,7,0.0,0.0,2023-01-12,4,Online Banking,0,Not Churned,60+,2
695,26,F,Single,Medium,2615.4300000000003,9,2.0,1.0,2023-02-09,24,Mobile App,1,Churned,<30,7
696,43,F,Widowed,Medium,55.77,1,1.0,1.0,2023-02-10,3,Website,1,Churned,40-50,2
697,39,M,Married,High,489.1,2,0.0,0.0,2023-07-11,12,Online Banking,0,Not Churned,30-40,4
698,63,F,Divorced,Low,273.02,2,0.0,0.0,2023-07-03,35,Website,0,Not Churned,60+,3
699,55,M,Widowed,Low,994.16,4,0.0,0.0,2023-02-14,8,Mobile App,1,Churned,50-60,5
700,40,M,Married,High,2810.28,8,2.0,1.0,2023-12-18,38,Online Banking,0,Not Churned,30-40,4
701,34,F,Widowed,High,2395.1,9,0.0,0.0,2023-01-18,41,Online Banking,0,Not Churned,30-40,2
702,43,M,Divorced,Low,681.77,5,0.0,0.0,2023-12-31,38,Mobile App,1,Churned,40-50,6
703,64,F,Single,Medium,1289.55,7,2.0,0.0,2023-09-16,15,Mobile App,0,Not Churned,60+,7
704,55,F,Single,Medium,948.68,3,0.0,0.0,2023-11-03,5,Website,0,Not Churned,50-60,7
705,19,M,Widowed,Low,1783.47,7,2.0,2.0,2023-05-16,40,Website,0,Not Churned,<30,5
706,23,F,Divorced,High,104.0,1,1.0,1.0,2023-03-27,16,Online Banking,0,Not Churned,<30,3
707,24,M,Married,Medium,35.24,1,1.0,1.0,2023-01-02,46,Online Banking,0,Not Churned,<30,4
708,30,M,Married,Low,807.48,3,1.0,1.0,2023-09-29,28,Website,0,Not Churned,<30,4
709,44,M,Married,High,346.94,1,0.0,0.0,2023-07-21,13,Mobile App,0,Not Churned,40-50,4
710,28,M,Widowed,High,1373.66,6,0.0,0.0,2023-04-29,41,Website,0,Not Churned,<30,5
711,32,F,Single,Medium,391.99,1,1.0,1.0,2023-02-26,11,Website,0,Not Churned,30-40,7
712,26,F,Widowed,High,1159.39,5,2.0,0.0,2023-11-30,37,Mobile App,0,Not Churned,<30,2
713,25,F,Widowed,Low,1792.54,8,1.0,0.0,2023-03-12,3,Website,0,Not Churned,<30,2
714,63,M,Widowed,Low,1170.32,8,0.0,0.0,2023-09-08,8,Mobile App,0,Not Churned,60+,5
715,23,F,Married,Low,555.91,2,1.0,1.0,2023-06-02,38,Online Banking,0,Not Churned,<30,0
716,65,M,Divorced,Low,3220.3,9,2.0,1.0,2023-01-11,47,Mobile App,1,Churned,60+,6
717,60,M,Widowed,High,1950.63,7,2.0,2.0,2023-05-03,34,Website,0,Not Churned,50-60,5
718,21,M,Married,Low,1845.21,6,1.0,1.0,2023-07-12,38,Mobile App,0,Not Churned,<30,4
719,28,M,Widowed,Medium,434.86,2,0.0,0.0,2023-12-16,42,Online Banking,0,Not Churned,<30,5
720,68,M,Widowed,High,1551.13,6,2.0,1.0,2023-01-30,24,Website,0,Not Churned,60+,5
721,45,M,Married,High,921.33,5,0.0,0.0,2023-04-28,18,Website,0,Not Churned,40-50,4
722,43,F,Divorced,High,814.74,3,1.0,1.0,2023-04-03,25,Website,0,Not Churned,40-50,3
723,21,F,Divorced,Low,2143.56,7,2.0,0.0,2023-06-02,13,Website,0,Not Churned,<30,3
724,32,F,Single,High,477.73,2,1.0,1.0,2023-10-24,39,Website,0,Not Churned,30-40,7
725,36,M,Widowed,Low,627.29,2,0.0,0.0,2023-10-14,22,Mobile App,0,Not Churned,30-40,5
726,23,M,Single,Low,2048.2,8,1.0,0.0,2023-08-29,30,Online Banking,0,Not Churned,<30,1
727,22,F,Married,High,1252.1,6,0.0,0.0,2023-08-13,30,Mobile App,0,Not Churned,<30,0
728,35,F,Widowed,High,1552.44,5,1.0,1.0,2023-05-05,37,Website,0,Not Churned,30-40,2
729,23,F,Married,Low,161.07,2,1.0,0.0,2023-02-09,45,Mobile App,0,Not Churned,<30,0
730,48,M,Single,High,1247.79,6,1.0,0.0,2023-12-20,43,Website,0,Not Churned,40-50,1
731,42,F,Married,High,1559.5,8,0.0,0.0,2023-12-20,15,Online Banking,0,Not Churned,40-50,0
732,21,F,Married,Low,1865.72,9,1.0,1.0,2023-12-16,35,Mobile App,0,Not Churned,<30,0
733,23,M,Divorced,Low,681.14,3,2.0,2.0,2023-01-15,6,Online Banking,1,Churned,<30,6
734,58,M,Widowed,High,1047.12,5,2.0,1.0,2023-09-04,11,Mobile App,0,Not Churned,50-60,5
735,54,F,Widowed,Low,2165.49,8,2.0,1.0,2023-10-05,28,Website,0,Not Churned,50-60,2
736,67,F,Widowed,Low,576.3,3,1.0,1.0,2023-03-03,30,Website,0,Not Churned,60+,2
737,42,M,Married,Medium,2132.05,9,2.0,1.0,2023-05-13,16,Mobile App,0,Not Churned,40-50,4
738,51,M,Divorced,High,675.36,3,2.0,2.0,2023-05-25,28,Mobile App,0,Not Churned,50-60,6
739,36,M,Single,High,338.97,2,0.0,0.0,2023-10-07,25,Online Banking,0,Not Churned,30-40,1
740,51,M,Widowed,High,2094.81,9,1.0,0.0,2023-05-27,48,Online Banking,0,Not Churned,50-60,5
741,32,F,Married,High,2317.66,8,1.0,0.0,2023-06-22,30,Website,0,Not Churned,30-40,0
742,67,F,Divorced,High,583.1,2,0.0,0.0,2023-03-30,45,Online Banking,1,Churned,60+,3
743,25,F,Divorced,Low,1118.41,4,2.0,0.0,2023-07-28,14,Online Banking,0,Not Churned,<30,3
744,61,F,Widowed,High,1132.03,6,0.0,0.0,2023-06-09,27,Website,0,Not Churned,60+,2
745,64,F,Divorced,High,2639.28,9,0.0,0.0,2023-06-10,48,Website,0,Not Churned,60+,3
746,66,M,Divorced,Medium,604.8199999999999,2,1.0,0.0,2023-12-18,30,Mobile App,0,Not Churned,60+,6
747,51,M,Married,Low,967.08,4,2.0,2.0,2023-12-02,10,Online Banking,0,Not Churned,50-60,4
748,35,F,Single,High,284.57,2,0.0,0.0,2023-02-06,20,Mobile App,1,Churned,30-40,7
749,47,M,Divorced,High,618.27,3,2.0,1.0,2023-02-26,44,Online Banking,0,Not Churned,40-50,6
750,30,F,Single,High,2600.41,8,2.0,1.0,2023-08-21,7,Website,0,Not Churned,<30,7
751,64,F,Divorced,High,1172.35,6,1.0,0.0,2023-08-24,34,Website,0,Not Churned,60+,3
752,50,F,Divorced,Low,2056.76,9,2.0,0.0,2023-12-07,27,Website,0,Not Churned,40-50,3
753,52,F,Divorced,Medium,1560.95,6,2.0,1.0,2023-06-26,23,Online Banking,1,Churned,50-60,3
